CASE_ID,age,income,household_,attitude,subnorms,pbc
000078500,25to44,75to100k,0.0,-0.1875,0.5,0.0
000025011,55to64,less75k,1.0,0.3125,0.25,-0.1666666666666666
000016178,65plus,less75k,0.0,0.0,0.25,-0.3333333333333333
000002642,25to44,100to150k,1.0,0.75,0.5,0.0
000049143,65plus,100to150k,0.0,-1.0,0.75,-0.1666666666666666
000027376,25to44,less75k,1.0,0.25,0.0,-0.5
000000380,65plus,100to150k,1.0,0.0625,0.5,-0.1666666666666666
000068495,25to44,less75k,1.0,0.0625,0.5,-0.3333333333333333
000025008,45to54,100to150k,1.0,0.5,0.25,0.0
000027894,45to54,less75k,0.0,0.75,0.75,0.0
000001834,25to44,less75k,0.0,0.0,0.75,0.0
000046515,65plus,150kplus,1.0,0.375,0.75,0.0
000016158,55to64,less75k,0.0,0.625,0.75,-0.1666666666666666
000002610,25to44,less75k,1.0,0.6875,0.0,-0.8333333333333334
000030762,45to54,75to100k,0.0,0.0625,0.75,-0.1666666666666666
000011121,25to44,less75k,0.0,0.75,0.75,-0.5
000072694,45to54,100to150k,1.0,0.0625,0.5,0.0
000049130,65plus,75to100k,0.0,0.5625,0.25,0.0
000010576,65plus,150kplus,0.0,-0.375,-0.5,-0.6666666666666666
000032286,45to54,100to150k,0.0,0.1875,0.5,-0.1666666666666666
000002460,25to44,75to100k,1.0,1.0,0.5,-0.1666666666666666
000068515,25to44,100to150k,1.0,0.375,0.75,-0.1666666666666666
000027808,55to64,150kplus,0.0,0.3125,0.0,0.8333333333333334
000002711,55to64,less75k,1.0,0.125,0.5,-0.3333333333333333
000032269,45to54,less75k,0.0,0.0625,0.5,0.0
000000398,25to44,100to150k,1.0,0.3125,1.0,-0.1666666666666666
000053458,25to44,less75k,1.0,0.1875,0.5,-0.6666666666666666
000068521,25to44,100to150k,1.0,0.3125,0.5,-0.1666666666666666
000027810,55to64,150kplus,0.0,0.5,0.0,-0.1666666666666666
000002407,65plus,75to100k,0.0,0.1875,-0.25,-0.1666666666666666
000001211,55to64,less75k,0.0,0.25,1.0,-0.5
000035320,65plus,100to150k,0.0,0.375,0.25,-0.1666666666666666
000042782,55to64,less75k,0.0,0.4375,-0.25,-0.5
000041271,55to64,less75k,0.0,0.375,0.25,-0.6666666666666666
000001218,55to64,less75k,0.0,0.5625,0.5,0.0
000072551,45to54,75to100k,0.0,0.4375,0.75,0.0
000068469,65plus,150kplus,0.0,0.0,-0.25,-0.1666666666666666
000011628,65plus,100to150k,0.0,0.4375,0.5,0.1666666666666666
000049095,65plus,less75k,0.0,0.125,0.0,-0.6666666666666666
000001154,25to44,150kplus,0.0,0.5,0.0,0.1666666666666666
000053385,45to54,less75k,1.0,0.375,0.5,-0.3333333333333333
000072561,55to64,less75k,0.0,-0.625,0.5,0.3333333333333333
000035305,65plus,100to150k,0.0,0.25,0.25,-0.5
000001128,25to44,75to100k,0.0,0.0625,0.5,0.0
000072555,45to54,100to150k,0.0,0.0,0.0,-0.8333333333333334
000006078,65plus,less75k,1.0,0.0,0.25,-0.6666666666666666
000057294,25to44,100to150k,0.0,0.5625,0.75,-0.3333333333333333
000072534,25to44,150kplus,0.0,0.5,0.5,0.0
000049098,65plus,less75k,0.0,0.0,0.5,-1.0
000016124,65plus,150kplus,0.0,-0.3125,0.75,0.0
000077977,45to54,less75k,0.0,-0.125,1.0,-0.5
000080079,55to64,less75k,1.0,0.3125,0.5,-0.3333333333333333
000029615,25to44,less75k,0.0,1.0,0.25,0.0
000029695,55to64,less75k,0.0,-0.8125,0.75,-0.8333333333333334
000047166,45to54,150kplus,0.0,0.6875,0.5,0.0
000033355,55to64,75to100k,0.0,-0.6875,0.5,-0.3333333333333333
000027827,65plus,less75k,0.0,0.5625,0.5,-0.5
000052785,65plus,less75k,1.0,0.0,0.25,-0.1666666666666666
000029727,55to64,150kplus,0.0,0.3125,0.5,-0.1666666666666666
000001007,45to54,less75k,1.0,0.125,0.0,0.8333333333333334
000028931,45to54,less75k,0.0,0.375,0.25,-0.3333333333333333
000049227,45to54,150kplus,0.0,0.375,1.0,-0.1666666666666666
000050155,25to44,less75k,0.0,0.0,0.5,-0.6666666666666666
000023169,55to64,100to150k,1.0,0.0,0.75,0.1666666666666666
000049231,55to64,less75k,0.0,-0.8125,0.0,0.3333333333333333
000015982,55to64,75to100k,1.0,0.1875,0.0,-0.3333333333333333
000080046,65plus,150kplus,1.0,0.1875,0.5,0.1666666666666666
000030936,55to64,less75k,0.0,0.5625,0.5,0.0
000015675,25to44,less75k,0.0,0.75,0.75,-0.3333333333333333
000003030,65plus,100to150k,0.0,0.0625,1.0,-0.1666666666666666
000041455,65plus,100to150k,1.0,0.3125,0.5,-0.5
000002478,45to54,less75k,1.0,0.0625,-0.25,0.0
000050148,65plus,150kplus,0.0,0.25,0.75,0.5
000028950,45to54,100to150k,0.0,0.8125,0.25,-0.6666666666666666
000000520,65plus,150kplus,1.0,0.1875,0.75,0.0
000003316,65plus,100to150k,0.0,0.25,0.25,0.0
000043171,55to64,less75k,1.0,-0.1875,-0.25,-0.3333333333333333
000021198,25to44,100to150k,0.0,0.0,1.0,-0.5
000072470,25to44,less75k,0.0,0.1875,1.0,-0.1666666666666666
000025604,45to54,75to100k,1.0,-0.125,0.5,-0.3333333333333333
000021201,25to44,100to150k,0.0,0.0,1.0,-0.6666666666666666
000015415,55to64,less75k,0.0,0.5625,0.75,-0.8333333333333334
000028955,45to54,100to150k,0.0,0.1875,0.5,0.0
000015465,65plus,less75k,0.0,0.25,0.0,-0.1666666666666666
000043269,25to44,less75k,1.0,0.1875,0.75,-0.1666666666666666
000033368,55to64,150kplus,0.0,0.1875,0.0,-0.1666666666666666
000017088,65plus,less75k,0.0,0.1875,0.0,0.0
000009979,45to54,100to150k,0.0,0.4375,0.25,-0.5
000003388,45to54,150kplus,1.0,0.375,0.25,-0.3333333333333333
000009977,45to54,100to150k,0.0,-0.0625,0.5,0.0
000010004,55to64,150kplus,0.0,0.5,0.5,-0.5
000003259,55to64,150kplus,0.0,0.0,0.0,-0.3333333333333333
000078844,55to64,150kplus,0.0,0.4375,-0.75,-0.1666666666666666
000032417,45to54,less75k,0.0,-0.125,0.5,0.0
000068613,65plus,less75k,1.0,0.375,-0.5,-1.0
000016194,25to44,less75k,1.0,0.875,0.5,0.1666666666666666
000043237,45to54,100to150k,1.0,0.25,0.5,-0.5
000009853,25to44,75to100k,0.0,0.5,0.5,-1.0
000003239,55to64,100to150k,0.0,0.3125,0.5,0.0
000049168,25to44,less75k,0.0,-0.375,0.75,-0.3333333333333333
000058471,65plus,less75k,1.0,0.8125,0.0,-0.6666666666666666
000043253,65plus,less75k,1.0,0.3125,0.0,-0.6666666666666666
000014128,65plus,75to100k,0.0,0.0,0.25,-0.1666666666666666
000002759,65plus,less75k,1.0,0.8125,-0.5,-0.1666666666666666
000043032,55to64,100to150k,0.0,0.6875,0.5,-0.5
000005706,55to64,75to100k,0.0,0.1875,0.5,-0.1666666666666666
000068544,25to44,150kplus,1.0,0.4375,0.5,0.1666666666666666
000049152,25to44,less75k,0.0,0.0,1.0,-0.8333333333333334
000072489,25to44,less75k,0.0,0.5,0.5,0.0
000050077,45to54,150kplus,0.0,0.375,0.5,-0.1666666666666666
000072059,65plus,less75k,0.0,0.75,0.25,-0.8333333333333334
000005685,45to54,150kplus,0.0,0.5,0.75,-0.3333333333333333
000050118,55to64,150kplus,0.0,0.0625,0.0,-0.1666666666666666
000049210,45to54,less75k,0.0,0.6875,0.25,-0.1666666666666666
000033213,25to44,less75k,0.0,0.625,0.5,-0.1666666666666666
000068539,25to44,150kplus,1.0,-0.5625,0.0,-0.8333333333333334
000072153,45to54,100to150k,1.0,0.0625,0.25,-0.5
000068565,45to54,100to150k,1.0,0.1875,0.25,-0.5
000002822,45to54,less75k,1.0,0.9375,0.5,0.0
000063605,25to44,less75k,0.0,0.1875,0.75,-0.3333333333333333
000078428,55to64,less75k,1.0,0.25,1.0,-0.3333333333333333
000032338,65plus,less75k,0.0,0.4375,0.5,-1.0
000027331,65plus,less75k,0.0,0.5,0.0,-0.1666666666666666
000061424,45to54,less75k,0.0,0.5625,0.0,0.0
000078414,45to54,150kplus,1.0,0.125,0.25,0.0
000032387,65plus,150kplus,0.0,0.5,1.0,0.0
000036443,55to64,100to150k,0.0,-0.3125,0.0,-0.8333333333333334
000047554,25to44,75to100k,1.0,0.625,1.0,-0.1666666666666666
000068550,45to54,less75k,1.0,0.625,0.75,0.0
000030134,25to44,100to150k,0.0,0.0,0.25,-0.1666666666666666
000025461,65plus,75to100k,0.0,0.4375,0.5,-0.1666666666666666
000027148,45to54,less75k,0.0,0.3125,0.25,-0.6666666666666666
000012990,55to64,less75k,0.0,0.3125,0.5,-0.6666666666666666
000036170,45to54,75to100k,0.0,-0.125,0.75,-0.1666666666666666
000047441,55to64,100to150k,0.0,0.25,0.5,-0.3333333333333333
000036193,45to54,150kplus,0.0,0.375,0.75,0.0
000068342,45to54,less75k,0.0,0.625,0.5,-0.3333333333333333
000029119,25to44,less75k,0.0,1.0,0.25,-0.8333333333333334
000078795,55to64,less75k,0.0,-0.625,0.5,-0.3333333333333333
000000053,45to54,150kplus,0.0,0.75,0.0,0.0
000030113,25to44,less75k,0.0,-0.0625,0.25,-0.3333333333333333
000050292,55to64,100to150k,0.0,0.3125,0.75,-0.6666666666666666
000034270,55to64,150kplus,0.0,0.5,-0.75,0.0
000048732,25to44,less75k,1.0,0.75,0.5,-0.6666666666666666
000029093,65plus,150kplus,0.0,0.4375,0.75,-0.1666666666666666
000064818,65plus,100to150k,1.0,0.3125,0.25,-0.3333333333333333
000044529,65plus,150kplus,0.0,0.4375,0.25,-0.1666666666666666
000000024,45to54,less75k,0.0,0.25,0.25,-0.5
000048841,65plus,less75k,1.0,0.0,0.5,-0.6666666666666666
000068338,45to54,less75k,0.0,0.375,-0.25,0.0
000034153,25to44,75to100k,0.0,0.9375,0.25,-1.0
000034123,65plus,100to150k,0.0,0.4375,0.0,-0.5
000024319,55to64,less75k,0.0,0.25,0.25,-1.0
000030290,65plus,less75k,0.0,0.5,0.75,0.0
000023334,65plus,less75k,0.0,0.5625,0.0,-0.3333333333333333
000064743,45to54,75to100k,1.0,0.5,0.5,-0.8333333333333334
000073725,45to54,less75k,0.0,0.0,1.0,-0.5
000068369,45to54,150kplus,0.0,0.6875,0.5,-0.1666666666666666
000000086,65plus,less75k,0.0,0.0,0.0,-0.5
000023361,65plus,150kplus,0.0,-0.5625,0.0,-0.6666666666666666
000078380,45to54,75to100k,1.0,0.1875,1.0,-0.8333333333333334
000021905,55to64,less75k,1.0,-0.1875,0.5,-0.5
000044441,65plus,less75k,0.0,0.1875,0.25,-0.3333333333333333
000012353,65plus,less75k,0.0,0.5625,0.0,-0.1666666666666666
000051039,25to44,less75k,0.0,0.375,1.0,-0.1666666666666666
000002128,25to44,100to150k,0.0,-0.6875,0.75,-0.3333333333333333
000068356,45to54,100to150k,0.0,0.1875,1.0,-0.3333333333333333
000056804,55to64,100to150k,1.0,0.1875,0.0,0.1666666666666666
000060528,65plus,75to100k,1.0,0.375,1.0,-0.6666666666666666
000044638,65plus,less75k,1.0,0.0,0.25,-0.6666666666666666
000003570,65plus,150kplus,1.0,0.375,0.75,0.1666666666666666
000004516,25to44,less75k,0.0,0.625,0.25,-0.3333333333333333
000068303,25to44,100to150k,0.0,0.375,0.75,-0.3333333333333333
000059930,55to64,100to150k,1.0,0.0625,0.5,-0.6666666666666666
000010175,55to64,100to150k,0.0,0.25,0.5,0.5
000062296,25to44,less75k,0.0,0.9375,0.25,-0.8333333333333334
000078400,45to54,100to150k,1.0,0.25,0.5,-0.5
000078399,45to54,100to150k,1.0,-0.125,0.5,-0.3333333333333333
000050276,55to64,75to100k,0.0,0.0625,0.5,-1.0
000068296,25to44,100to150k,0.0,0.375,0.0,-0.6666666666666666
000056455,25to44,100to150k,0.0,0.5,0.0,-0.3333333333333333
000031942,45to54,less75k,0.0,0.6875,0.5,-0.5
000060358,55to64,less75k,1.0,0.4375,0.5,0.0
000032099,45to54,less75k,1.0,0.0,0.75,-0.3333333333333333
000035204,25to44,less75k,1.0,0.4375,0.0,-0.1666666666666666
000060457,55to64,less75k,1.0,0.4375,0.5,-0.3333333333333333
000051010,65plus,75to100k,0.0,0.3125,0.0,0.3333333333333333
000056569,55to64,75to100k,0.0,0.0,0.5,-0.3333333333333333
000002260,25to44,less75k,0.0,0.125,0.0,0.0
000051264,65plus,150kplus,0.0,0.375,0.5,0.3333333333333333
000056560,55to64,less75k,0.0,-0.5,0.5,-0.1666666666666666
000002543,55to64,100to150k,1.0,0.25,0.25,-0.6666666666666666
000002601,25_below,75to100k,1.0,0.0,0.0,0.0
000056576,55to64,100to150k,0.0,0.3125,0.0,0.0
000063532,45to54,100to150k,1.0,0.25,0.25,-0.6666666666666666
000030448,45to54,75to100k,0.0,0.0625,0.0,-0.3333333333333333
000056572,55to64,75to100k,0.0,0.4375,0.5,-0.1666666666666666
000057724,55to64,less75k,0.0,0.4375,0.25,-0.1666666666666666
000040300,55to64,100to150k,0.0,-0.3125,0.5,-0.3333333333333333
000035516,65plus,75to100k,0.0,-0.0625,0.25,0.1666666666666666
000060419,25to44,less75k,1.0,0.1875,1.0,-0.1666666666666666
000058486,65plus,75to100k,1.0,0.875,0.75,-0.5
000000907,65plus,75to100k,0.0,0.5,-0.25,-0.1666666666666666
000035507,65plus,less75k,0.0,0.125,0.25,-0.3333333333333333
000056510,45to54,75to100k,0.0,0.125,0.5,0.0
000068428,65plus,less75k,0.0,0.1875,0.0,-0.3333333333333333
000002374,55to64,150kplus,0.0,0.875,0.0,0.0
000061569,25to44,less75k,1.0,0.6875,0.75,-0.3333333333333333
000037340,65plus,less75k,1.0,0.3125,-0.5,-0.1666666666666666
000032109,45to54,75to100k,1.0,0.1875,1.0,-1.0
000032179,45to54,150kplus,1.0,0.4375,-0.25,-0.1666666666666666
000068415,55to64,150kplus,0.0,0.375,-0.75,-0.1666666666666666
000035437,45to54,less75k,0.0,0.3125,0.0,-0.8333333333333334
000057984,45to54,100to150k,0.0,0.625,0.75,-0.1666666666666666
000044604,45to54,100to150k,1.0,0.25,0.25,-0.1666666666666666
000000255,65plus,75to100k,0.0,0.0,0.5,-0.3333333333333333
000002336,45to54,100to150k,0.0,0.1875,0.25,0.0
000070991,25to44,less75k,0.0,-0.0625,0.5,-1.0
000044022,45to54,100to150k,1.0,0.3125,0.5,-0.3333333333333333
000027120,65plus,less75k,0.0,-0.125,0.25,-0.3333333333333333
000068449,65plus,75to100k,0.0,-0.375,0.0,-0.1666666666666666
000002218,65plus,less75k,0.0,0.5625,0.0,-0.1666666666666666
000048979,25to44,less75k,0.0,0.375,0.5,-0.8333333333333334
000065390,25to44,less75k,1.0,0.4375,0.75,0.0
000046599,65plus,100to150k,1.0,0.3125,0.5,-0.1666666666666666
000057062,25to44,less75k,1.0,0.8125,0.75,-0.3333333333333333
000069044,45to54,less75k,1.0,0.5,0.5,-0.3333333333333333
000057049,65plus,100to150k,1.0,0.3125,0.25,-0.5
000022352,25to44,75to100k,1.0,0.25,1.0,0.1666666666666666
000078465,65plus,150kplus,1.0,0.375,0.5,0.0
000078472,25to44,150kplus,1.0,0.5,0.5,-0.3333333333333333
000068380,45to54,150kplus,0.0,0.375,0.5,-0.1666666666666666
000063217,55to64,less75k,0.0,-0.0625,0.25,-0.3333333333333333
000060244,55to64,150kplus,0.0,-0.25,0.5,-0.3333333333333333
000058272,45to54,150kplus,1.0,0.4375,0.0,-0.1666666666666666
000028320,55to64,less75k,1.0,-0.1875,1.0,0.1666666666666666
000040151,25to44,150kplus,0.0,0.5,0.0,-0.3333333333333333
000057014,55to64,150kplus,1.0,0.3125,0.75,-0.1666666666666666
000062566,25to44,less75k,0.0,0.0,0.25,-0.1666666666666666
000057003,55to64,100to150k,1.0,0.1875,0.75,0.0
000000938,45to54,less75k,0.0,0.0,0.25,-0.1666666666666666
000068401,55to64,100to150k,0.0,0.5,0.25,0.1666666666666666
000018874,65plus,75to100k,0.0,0.1875,0.5,-0.1666666666666666
000062573,25to44,150kplus,0.0,0.0,0.0,0.0
000018610,45to54,less75k,0.0,0.5625,0.0,-0.6666666666666666
000068407,55to64,100to150k,0.0,0.25,0.0,0.0
000062482,55to64,100to150k,1.0,0.0,0.0,-0.3333333333333333
000006242,25to44,150kplus,0.0,0.0,0.0,0.0
000056944,45to54,less75k,1.0,0.875,1.0,-0.3333333333333333
000023149,25to44,75to100k,1.0,0.0,0.5,-0.3333333333333333
000018806,55to64,75to100k,0.0,-0.75,0.25,-0.1666666666666666
000065409,45to54,150kplus,1.0,-0.5625,0.25,0.0
000071133,45to54,less75k,1.0,0.5,1.0,-0.3333333333333333
000052210,65plus,75to100k,1.0,0.875,1.0,0.0
000043461,25to44,100to150k,0.0,0.625,0.5,-0.3333333333333333
000079435,65plus,less75k,1.0,0.0,0.0,-0.6666666666666666
000018736,45to54,75to100k,0.0,0.25,0.25,0.0
000023011,45to54,100to150k,1.0,0.125,0.25,0.0
000003283,65plus,less75k,0.0,0.3125,-0.25,-0.3333333333333333
000021795,65plus,75to100k,0.0,0.25,1.0,-0.6666666666666666
000060405,65plus,100to150k,1.0,0.3125,0.5,-0.3333333333333333
000008117,55to64,less75k,1.0,0.1875,0.5,-0.1666666666666666
000074108,65plus,75to100k,1.0,0.875,1.0,0.0
000072377,45to54,less75k,0.0,0.3125,0.5,-0.5
000072339,45to54,100to150k,0.0,0.1875,1.0,0.1666666666666666
000056720,25to44,150kplus,1.0,0.5,0.5,-0.5
000058953,45to54,less75k,0.0,0.375,-0.25,-0.3333333333333333
000027809,55to64,150kplus,0.0,0.0625,0.0,0.0
000076361,45to54,150kplus,1.0,1.0,0.5,-0.1666666666666666
000042928,25to44,100to150k,0.0,0.5625,0.25,-0.3333333333333333
000073978,25to44,150kplus,0.0,-0.375,0.0,0.0
000076252,45to54,100to150k,1.0,0.0625,0.5,-0.3333333333333333
000006341,45to54,150kplus,1.0,0.0625,0.0,0.0
000079367,65plus,100to150k,0.0,-0.1875,0.75,0.5
000079400,45to54,less75k,1.0,0.125,0.75,-0.3333333333333333
000070225,65plus,150kplus,0.0,0.125,0.75,-0.3333333333333333
000074056,65plus,less75k,0.0,0.375,0.75,-0.1666666666666666
000029571,25to44,less75k,1.0,0.4375,0.5,-0.1666666666666666
000070227,45to54,less75k,1.0,0.9375,1.0,-0.3333333333333333
000079525,25to44,75to100k,0.0,0.75,0.0,-0.5
000076157,55to64,150kplus,0.0,0.0625,0.5,-0.3333333333333333
000050039,25to44,75to100k,0.0,0.375,0.25,-0.6666666666666666
000079548,25to44,150kplus,0.0,0.5,0.75,0.0
000014804,55to64,150kplus,1.0,0.3125,0.75,0.0
000004984,45to54,150kplus,1.0,0.4375,-0.5,0.3333333333333333
000075152,65plus,100to150k,0.0,0.25,0.0,-0.3333333333333333
000079506,25to44,less75k,0.0,0.5,0.25,-0.6666666666666666
000059376,25to44,100to150k,1.0,0.375,0.25,0.0
000062329,45to54,less75k,0.0,0.75,0.5,-0.3333333333333333
000079263,65plus,less75k,0.0,0.25,0.0,-1.0
000044383,55to64,75to100k,0.0,-0.25,0.75,-0.1666666666666666
000007961,55to64,75to100k,0.0,0.3125,0.25,-0.3333333333333333
000068787,65plus,100to150k,1.0,0.5,0.25,-0.5
000049736,55to64,100to150k,0.0,0.125,0.75,0.0
000014736,65plus,75to100k,0.0,-0.125,0.5,0.0
000014707,55to64,150kplus,0.0,0.1875,0.0,-0.1666666666666666
000079563,45to54,less75k,0.0,0.3125,0.5,-0.3333333333333333
000068999,55to64,75to100k,1.0,0.375,0.5,-0.5
000029103,25to44,less75k,0.0,0.9375,0.0,-1.0
000042754,45to54,100to150k,0.0,0.25,1.0,0.0
000014775,25to44,100to150k,1.0,0.25,1.0,0.1666666666666666
000073356,45to54,100to150k,1.0,0.875,0.5,-0.5
000035405,25_below,75to100k,0.0,0.0,0.0,0.0
000029495,45to54,less75k,1.0,0.625,0.0,0.0
000060223,55to64,less75k,0.0,0.25,-0.5,-0.3333333333333333
000035422,25to44,less75k,0.0,0.125,0.75,-0.3333333333333333
000071064,65plus,150kplus,0.0,-1.0,1.0,-0.5
000079575,45to54,less75k,0.0,0.6875,0.0,0.0
000068834,25to44,150kplus,0.0,0.5,0.75,0.0
000041801,55to64,less75k,1.0,0.8125,0.25,-0.3333333333333333
000014627,25to44,100to150k,0.0,0.375,0.5,-1.0
000071056,65plus,75to100k,0.0,0.0625,-0.75,-0.1666666666666666
000007951,55to64,less75k,0.0,0.4375,0.25,0.0
000063962,55to64,150kplus,0.0,0.0625,0.0,-0.5
000074450,45to54,less75k,0.0,0.625,0.25,-1.0
000011470,45to54,less75k,0.0,0.6875,0.5,0.0
000008062,25to44,100to150k,1.0,0.0625,1.0,0.0
000066247,45to54,less75k,1.0,0.6875,1.0,-0.6666666666666666
000008048,25to44,less75k,1.0,0.375,0.0,-0.3333333333333333
000041678,25to44,less75k,0.0,0.0,-0.25,0.0
000061694,25to44,less75k,1.0,0.5,0.5,-0.1666666666666666
000050724,25to44,75to100k,1.0,0.0,0.25,-1.0
000062286,65plus,100to150k,0.0,-1.0,-0.25,-0.1666666666666666
000018782,55to64,less75k,1.0,-0.1875,-0.25,-0.3333333333333333
000044830,65plus,100to150k,0.0,-0.0625,0.75,-0.3333333333333333
000029212,55to64,less75k,0.0,0.25,-0.25,-1.0
000022512,65plus,100to150k,1.0,0.125,0.5,0.5
000074429,25to44,150kplus,0.0,0.0625,0.5,0.0
000050730,25to44,150kplus,1.0,0.125,0.75,0.0
000039747,55to64,100to150k,0.0,0.3125,0.0,-0.5
000025439,55to64,100to150k,0.0,0.0,0.75,0.5
000014817,65plus,100to150k,1.0,0.5,0.5,-0.1666666666666666
000025346,65plus,less75k,0.0,0.0,0.5,-0.1666666666666666
000069071,65plus,150kplus,1.0,0.1875,0.75,0.1666666666666666
000039980,45to54,100to150k,1.0,0.125,0.25,0.0
000056808,55to64,100to150k,1.0,0.0625,0.5,0.1666666666666666
000029042,65plus,less75k,0.0,0.4375,0.25,-0.5
000056283,25to44,less75k,0.0,0.25,0.0,-0.1666666666666666
000072690,45to54,less75k,1.0,0.375,0.75,0.1666666666666666
000044799,55to64,less75k,0.0,0.8125,0.25,-0.1666666666666666
000034352,25to44,150kplus,1.0,0.9375,0.5,0.3333333333333333
000011487,45to54,75to100k,0.0,0.3125,1.0,-0.6666666666666666
000054814,55to64,less75k,0.0,0.5,0.0,-0.5
000018885,65plus,150kplus,0.0,0.4375,0.0,0.3333333333333333
000028981,55to64,less75k,0.0,0.1875,0.25,-0.8333333333333334
000076786,25to44,75to100k,1.0,1.0,0.5,-0.5
000007934,45to54,less75k,0.0,0.0,0.5,-0.1666666666666666
000011260,55to64,less75k,0.0,0.0625,0.75,-0.8333333333333334
000057198,55to64,100to150k,1.0,0.25,0.75,-0.3333333333333333
000029094,65plus,150kplus,0.0,0.3125,0.0,-0.1666666666666666
000044736,55to64,less75k,0.0,0.3125,0.25,-0.8333333333333334
000060138,25to44,less75k,0.0,-0.125,0.25,-0.3333333333333333
000004715,45to54,100to150k,0.0,0.625,0.5,-0.1666666666666666
000076609,65plus,150kplus,0.0,-0.0625,0.5,0.0
000072717,45to54,75to100k,1.0,0.1875,0.25,-0.5
000039433,55to64,75to100k,0.0,-0.0625,0.0,-0.3333333333333333
000008076,55to64,less75k,1.0,0.3125,0.0,0.0
000057118,45to54,100to150k,1.0,0.0625,0.25,-0.5
000050640,45to54,150kplus,1.0,0.375,-0.5,-0.1666666666666666
000037888,55to64,100to150k,1.0,-1.0,0.0,-0.6666666666666666
000039887,45to54,150kplus,1.0,-0.8125,0.0,-0.3333333333333333
000007990,65plus,150kplus,0.0,0.5,-0.5,0.0
000008044,65plus,100to150k,0.0,-0.6875,0.25,0.0
000008005,25to44,75to100k,0.0,0.5,0.75,0.0
000074295,45to54,100to150k,0.0,0.4375,0.5,-0.5
000018878,65plus,100to150k,0.0,0.0,0.0,-0.1666666666666666
000009007,45to54,150kplus,0.0,0.1875,1.0,-0.1666666666666666
000039283,25to44,100to150k,0.0,-0.9375,0.25,-0.3333333333333333
000037597,55to64,150kplus,0.0,0.0,0.0,0.0
000000026,45to54,less75k,0.0,0.3125,0.5,-0.5
000022559,45to54,150kplus,1.0,1.0,-0.5,-0.1666666666666666
000022660,45to54,75to100k,0.0,0.375,1.0,0.0
000022494,55to64,100to150k,1.0,0.0,0.0,0.0
000052717,45to54,100to150k,1.0,0.25,0.75,-0.5
000001685,45to54,less75k,1.0,0.5625,-0.25,-0.3333333333333333
000073398,25to44,100to150k,0.0,0.375,0.0,-1.0
000025261,25to44,75to100k,0.0,0.125,0.0,0.0
000052726,45to54,150kplus,1.0,0.0625,0.25,-0.8333333333333334
000052707,45to54,100to150k,1.0,0.6875,0.25,-0.3333333333333333
000052451,45to54,less75k,0.0,0.6875,0.75,-0.1666666666666666
000024030,25to44,100to150k,0.0,0.0,0.75,-0.3333333333333333
000045440,25to44,100to150k,0.0,0.5625,0.75,-0.3333333333333333
000052841,45to54,75to100k,1.0,-0.0625,1.0,-0.5
000022750,65plus,100to150k,0.0,0.25,0.5,0.0
000068665,25to44,150kplus,1.0,0.25,-0.5,-0.1666666666666666
000047186,55to64,less75k,0.0,-0.375,0.5,-0.3333333333333333
000022831,55to64,100to150k,1.0,0.0,0.75,0.1666666666666666
000049348,65plus,75to100k,0.0,-0.0625,0.5,-0.1666666666666666
000022749,65plus,100to150k,0.0,0.125,-0.5,0.0
000022791,55to64,75to100k,1.0,-0.375,0.5,-0.6666666666666666
000022690,55to64,less75k,0.0,-0.0625,0.25,-0.6666666666666666
000072648,45to54,less75k,1.0,0.5,0.0,-0.5
000072713,25to44,150kplus,1.0,0.6875,0.75,-0.8333333333333334
000058068,55to64,75to100k,0.0,0.125,0.75,-0.6666666666666666
000008945,25to44,100to150k,0.0,-0.9375,0.75,-0.3333333333333333
000049582,55to64,100to150k,0.0,0.3125,-0.25,0.3333333333333333
000029175,45to54,less75k,0.0,0.625,0.25,-0.8333333333333334
000007357,65plus,less75k,0.0,0.125,0.0,-0.6666666666666666
000031802,55to64,less75k,0.0,0.25,0.75,-0.8333333333333334
000007402,45to54,less75k,1.0,0.4375,0.5,0.0
000029292,65plus,less75k,0.0,0.0625,0.0,-0.1666666666666666
000057714,55to64,less75k,0.0,0.1875,0.5,-0.1666666666666666
000072677,25to44,less75k,1.0,0.4375,0.0,-0.3333333333333333
000001462,65plus,75to100k,0.0,0.75,0.5,-0.6666666666666666
000068627,65plus,100to150k,1.0,0.3125,0.5,-0.3333333333333333
000029342,65plus,100to150k,0.0,-0.0625,0.0,-0.1666666666666666
000007816,55to64,150kplus,1.0,0.375,0.25,-0.1666666666666666
000025576,25to44,less75k,1.0,0.6875,0.5,-0.1666666666666666
000032539,55to64,75to100k,1.0,0.3125,0.75,-0.3333333333333333
000010068,25to44,75to100k,1.0,-0.4375,0.5,-0.3333333333333333
000049309,65plus,less75k,0.0,0.5,0.25,-0.6666666666666666
000058154,65plus,75to100k,0.0,0.3125,-0.75,-0.3333333333333333
000029230,55to64,less75k,0.0,0.75,0.25,-0.5
000032503,65plus,150kplus,0.0,0.375,0.0,-0.8333333333333334
000022571,25to44,less75k,0.0,0.125,0.25,-0.3333333333333333
000010190,65plus,100to150k,0.0,0.75,0.0,-0.5
000022591,55to64,75to100k,0.0,0.4375,0.5,-0.3333333333333333
000051452,25to44,75to100k,0.0,0.875,0.25,-0.1666666666666666
000057682,45to54,75to100k,0.0,0.4375,0.0,-0.8333333333333334
000068658,25to44,100to150k,1.0,0.4375,-0.25,-0.1666666666666666
